LG1	Marker4716072	0
LG1	Marker3549202	1.079
LG1	Marker2987554	6.916
LG1	Marker3465282	8.064
LG1	Marker5535227	12.255
LG1	Marker111484	12.255
LG1	Marker1782564	12.255
LG1	Marker5365547	12.255
LG1	Marker5535068	12.255
LG1	Marker600315	12.255
LG1	Marker1782426	12.255
LG1	Marker649578	12.255
LG1	Marker657633	14.216
LG1	Marker4489653	14.216
LG1	Marker2765184	14.216
LG1	Marker4489934	14.216
LG1	Marker3302667	14.216
LG1	Marker3510697	14.216
LG1	Marker2294329	15.196
LG1	Marker605012	15.196
LG1	Marker3255503	15.196
LG1	Marker600414	15.196
LG1	Marker658113	15.196
LG1	Marker2179728	15.196
LG1	Marker3188558	16.177
LG1	Marker4688142	16.177
LG1	Marker4688050	16.177
LG1	Marker1382677	18.776
LG1	Marker533003	19.406
LG1	Marker533047	19.406
LG1	Marker1291343	19.406
LG1	Marker836462	20.037
LG1	Marker3606046	20.037
LG1	Marker2377009	20.037
LG1	Marker3445769	22.636
LG1	Marker2437412	22.636
LG1	Marker4599802	23.606
LG1	Marker680345	23.606
LG1	Marker3353043	23.606
LG1	Marker2712256	23.606
LG1	Marker1838915	24.577
LG1	Marker1278661	24.577
LG1	Marker3464296	24.577
LG1	Marker4716014	25.121
LG1	Marker3172294	25.121
LG1	Marker1370054	25.121
LG1	Marker1278625	25.121
LG1	Marker934185	25.121
LG1	Marker1180764	25.121
LG1	Marker3464634	26.22
LG1	Marker3464405	26.22
LG1	Marker4810124	29.103
LG1	Marker5201107	29.103
LG1	Marker5834489	29.103
LG1	Marker2270232	30.268
LG1	Marker808337	32.51
LG1	Marker1142450	35.743
LG1	Marker3144043	38.243
LG1	Marker2270654	38.243
LG1	Marker1160979	38.243
LG1	Marker3650120	38.243
LG1	Marker3379962	38.243
LG1	Marker3649652	38.243
LG1	Marker1722092	38.243
LG1	Marker4702971	38.243
LG1	Marker3650322	38.243
LG1	Marker5116278	38.243
LG1	Marker1722138	38.243
LG1	Marker5502667	38.243
LG1	Marker3104862	38.243
LG1	Marker3163684	38.243
LG1	Marker3380163	38.243
LG1	Marker400442	38.243
LG1	Marker751975	38.243
LG1	Marker5468968	41.486
LG1	Marker5468856	42.736
LG1	Marker2471637	44.002
LG1	Marker3163669	44.96
LG1	Marker528548	44.96
LG1	Marker2962644	47.185
LG1	Marker2285239	47.185
LG1	Marker1585756	49.41
LG1	Marker3252390	49.41
LG1	Marker119178	49.41
LG1	Marker1585753	49.41
LG1	Marker3250128	49.41
LG1	Marker1586008	49.895
LG1	Marker5918526	50.876
LG1	Marker3778643	50.876
LG1	Marker890319	50.876
LG1	Marker3572273	52.604
LG1	Marker4831760	52.604
LG1	Marker2123837	52.604
LG1	Marker1151459	52.604
LG1	Marker3572309	52.604
LG1	Marker4934624	53.658
LG1	Marker1036279	54.333
LG1	Marker781179	54.333
LG1	Marker3593403	54.333
LG1	Marker781045	54.333
LG1	Marker780648	54.333
LG1	Marker674980	54.333
LG1	Marker2578091	54.333
LG1	Marker5004740	54.333
LG1	Marker5005085	54.333
LG1	Marker5004707	54.333
LG1	Marker2632342	54.333
LG1	Marker4611788	55.224
LG1	Marker4611542	55.224
LG1	Marker3819700	55.224
LG1	Marker1501773	55.224
LG1	Marker4481507	56.115
LG1	Marker475726	56.115
LG1	Marker475800	56.115
LG1	Marker1556179	57.006
LG1	Marker3269980	57.006
LG1	Marker5390519	58.805
LG1	Marker2593815	58.805
LG1	Marker2631870	59.317
LG1	Marker4295059	60.604
LG1	Marker4305116	60.604
LG1	Marker5275505	60.947
LG1	Marker2023524	61.495
LG1	Marker2517801	61.495
LG1	Marker4338995	62.386
LG1	Marker129042	62.386
LG1	Marker1628071	62.386
LG1	Marker420759	62.386
LG1	Marker440943	62.386
LG1	Marker774147	62.386
LG1	Marker583076	62.386
LG1	Marker605715	62.386
LG1	Marker5273891	63.101
LG1	Marker2865414	63.101
LG1	Marker1481705	63.101
LG1	Marker4069741	63.101
LG1	Marker2622585	63.101
LG1	Marker3141093	63.101
LG1	Marker1431692	63.277
LG1	Marker312951	63.277
LG1	Marker5274318	63.277
LG1	Marker5274985	63.277
LG1	Marker2833993	64.168
LG1	Marker5572022	64.168
LG1	Marker2773926	64.168
LG1	Marker5485135	64.168
LG1	Marker1298037	64.168
LG1	Marker774364	64.168
LG1	Marker1499555	64.168
LG1	Marker440218	64.168
LG1	Marker5148896	64.896
LG1	Marker4069468	64.896
LG1	Marker2418229	65.624
LG1	Marker4051191	65.624
LG1	Marker3585174	65.624
LG1	Marker3964717	65.624
LG1	Marker4804514	65.624
LG1	Marker3085721	65.624
LG1	Marker440648	65.624
LG1	Marker1243234	65.624
LG1	Marker4338374	65.624
LG1	Marker4080665	65.624
LG1	Marker4982531	65.624
LG1	Marker675544	65.624
LG1	Marker2648656	65.624
LG1	Marker4082765	66.11
LG1	Marker4081684	66.11
LG1	Marker2153982	66.595
LG1	Marker2154044	66.595
LG1	Marker3731621	66.595
LG1	Marker5420796	66.595
LG1	Marker582662	66.595
LG1	Marker4338146	66.595
LG1	Marker2865460	67.081
LG1	Marker4069311	67.081
LG1	Marker4080888	67.081
LG1	Marker163077	67.081
LG1	Marker774718	67.081
LG1	Marker3000764	67.081
LG1	Marker4338078	67.081
LG1	Marker60416	67.081
LG1	Marker25273	67.566
LG1	Marker25423	67.566
LG1	Marker4338700	67.566
LG1	Marker3085741	67.566
LG1	Marker1626017	68.052
LG1	Marker272714	68.052
LG1	Marker2829272	68.537
LG1	Marker2223658	68.537
LG1	Marker3964569	68.537
LG1	Marker60662	68.537
LG1	Marker5273438	68.537
LG1	Marker5787894	68.537
LG1	Marker3140679	68.537
LG1	Marker2153912	68.537
